,city_state_country,geopy location,coordinates
8018,"South Royalton, VT, USA","South Royalton, Royalton, Windsor County, Vermont, 05068, United States","(43.8203029, -72.5212589)"
8019,"Moscow, VT, USA","Moscow, Stowe, Lamoille County, Vermont, 05662, United States","(44.4414432, -72.7153961)"
8020,"Grafton, VT, USA","Grafton, Windham County, Vermont, United States","(43.1714901, -72.6065919)"
8021,"Northfield Falls, VT, USA","Northfield Falls, Northfield, Washington County, Vermont, 05664, United States","(44.1720871, -72.6503207)"
8022,"Fairfield, VT, USA","Fairfield, Franklin County, Vermont, 05455, United States","(44.8016619, -72.9451777)"
8023,"Grensboro, VT, USA",,
8024,"North Thetford, VT, USA","North Thetford, Thetford, Orange County, Vermont, 05054, United States","(43.8428076, -72.1847511)"
8025,"Landgrove, VT, USA","Landgrove, Bennington County, Vermont, United States","(43.251791350000005, -72.85657760744638)"
8026,"Thetford, VT, USA","Thetford, Orange County, Vermont, United States","(43.83575905, -72.25194159876418)"
8027,"South Hero, VT, USA","South Hero, Grand Isle County, Vermont, United States","(44.645697, -73.3024759)"
8028,"Windsor, VT, USA","Windsor, Windsor County, Vermont, 05089, United States","(43.4798875, -72.3866266)"
8029,"East Dorset, VT, USA","East View Lane, Dorset, Bennington County, Vermont, 05253, United States","(43.2261252, -73.0190094)"
8030,"Pittsfield, VT, USA","Pittsfield, Rutland County, Vermont, 05762, United States","(43.7723631, -72.8130216)"
8031,"Williamsville, VT, USA","Williamsville, Newfane, Windham County, Vermont, 05362, United States","(42.9469085, -72.6778817)"
8032,"North Hartland, VT, USA","North Hartland Dam, Hartland, Windsor County, Vermont, United States","(43.60479855, -72.36071692035082)"
8033,"West Dover, VT, USA","West Dover, Dover, Windham County, Vermont, 05341, United States","(42.9395022, -72.8531357)"
8034,"Essex Junction, VT, USA","Essex Junction, Essex, Chittenden County, Vermont, United States","(44.4906817, -73.11136)"
8035,"Wells, VT, USA","Wells, Rutland County, Vermont, 05774, United States","(43.4171691, -73.2035181)"
8036,"EastThetford, VT, USA",,
8037,"Wallingford, VT, USA","Wallingford, Rutland County, Vermont, 05773, United States","(43.4717502, -72.9771002)"
8038,"Fairfax, VT, USA","Fairfax, Franklin County, Vermont, 05454, United States","(44.6653272, -73.008749)"
8039,"Ferrisburg, VT, USA","Ferrisburg Community Church, Middlebrook Road, Ferrisburgh, Addison County, Vermont, 05456, United States","(44.2060817, -73.2451977)"
8040,"Barnard, VT, USA","Barnard, Windsor County, Vermont, 05031, United States","(43.7286349, -72.6188601)"
8041,"Barton, VT, USA","Barton, Orleans County, Vermont, United States","(44.74765495, -72.17575115141928)"
8042,"Fayston, VT, USA","Fayston, Washington County, Vermont, United States","(44.21543225, -72.86869629411575)"
8043,"GrandIsle, VT, USA",,
8044,"Arlington, VT, USA","Arlington, Bennington County, Vermont, United States","(43.073306, -73.14926623987034)"
8045,"Sudbury, VT, USA","Sudbury, Rutland County, Vermont, United States","(43.79935, -73.204651)"
8046,"Woodford, VT, USA","Woodford, Bennington County, Vermont, 05201, United States","(42.8803576, -73.0795486)"
8047,"Blemont, VT, USA",,
8048,"Hintington, VT, USA",,
8049,"Bondville, VT, USA","Bondville, Winhall, Bennington County, Vermont, 05515, United States","(43.1444127, -72.8783775)"
8050,"Ludlow, VT, USA","Ludlow, Windsor County, Vermont, 05149, United States","(43.3961459, -72.7011648)"
8051,"Weathersfield, VT, USA","Weathersfield, Windsor County, Vermont, United States","(43.39076205, -72.4713504795204)"
8052,"Saint George, VT, USA","Saint George Hill, Bridport, Addison County, Vermont, United States","(43.9895028, -73.2759526)"
8053,"Plymouth, VT, USA","Plymouth, Windsor County, Vermont, 05056, United States","(43.536105, -72.721939)"
8054,"Jeffersonville, VT, USA","Jeffersonville, Cambridge, Lamoille County, Vermont, 05464, United States","(44.644231, -72.829742)"
8055,"East Bethel, VT, USA","East Bethel, Bethel, Windsor County, Vermont, United States","(43.8733997, -72.5842675)"
8056,"South Ryegate, VT, USA","South Ryegate, Ryegate, Caledonia County, Vermont, 05069, United States","(44.1883959, -72.1409272)"
8057,"Chelsea, VT, USA","Chelsea, Orange County, Vermont, 05038, United States","(43.988862, -72.448654)"
8058,"Derby Line, VT, USA","Derby Line, Derby, Orleans County, Vermont, United States","(45.0053329, -72.0996309)"
8059,"Bellows Falls, VT, USA","Bellows Falls, Rockingham, Windham County, Vermont, 05101, United States","(43.134063, -72.444534)"
8060,"Waterford, VT, USA","Waterford, Caledonia County, Vermont, 05848, United States","(44.38813075, -71.95714833120239)"
8061,"East Thetford, VT, USA","East Thetford, Thetford, Orange County, Vermont, 05043, United States","(43.8117782, -72.1888264)"
8062,"Craftsbury, VT, USA","Craftsbury, Orleans County, Vermont, United States","(44.6353452, -72.3724784)"
8063,"Vernon, VT, USA","Vernon, Windham County, Vermont, 05354, United States","(42.7620504, -72.5138672)"
8064,"Rupert, VT, USA","Rupert, Bennington County, Vermont, United States","(43.2598086, -73.2227847)"
8065,"waitsfield, VT, USA","Waitsfield, Washington County, Vermont, 05673, United States","(44.192132, -72.8227076)"
8066,"Newbury, VT, USA","Newbury, Orange County, Vermont, United States","(44.0792316, -72.0584234)"
8067,"Weston, VT, USA","Weston, Windsor County, Vermont, 05161, United States","(43.2917153, -72.7932204)"
8068,"Georgia, VT, USA","Georgia, Franklin County, Vermont, United States","(44.72422295, -73.14704151731551)"
8069,"North Ferrisburg, VT, USA","North Ferrisburgh United Methodist church, 227, Old Hollow Road, Coleman Corner, Ferrisburgh, Addison County, Vermont, 05473, United States","(44.25901265, -73.22357319700706)"
8070,"Montgomery Center, VT, USA","Montgomery Center, Montgomery, Franklin County, Vermont, 05470, United States","(44.8774931, -72.6080144)"
8071,"East Dover, VT, USA","East Dover, Dover, Windham County, Vermont, 05341, United States","(42.9511915, -72.7689841)"
8072,"Barnet, VT, USA","Barnet, Caledonia County, Vermont, United States","(44.3100282, -72.1380222)"
8073,"East Ryegate, VT, USA","East Ryegate, Ryegate, Caledonia County, Vermont, 05042, United States","(44.204265, -72.0636682)"
8074,"West Townsend, VT, USA",,
8075,"St. Albans, VT, USA","Saint Albans, Franklin County, Vermont, United States","(44.8107911, -73.0833607)"
8076,"Ira, VT, USA","Ira, Rutland County, Vermont, United States","(43.5346161, -73.0623435)"
8077,"Waterville, VT, USA","Waterville, Lamoille County, Vermont, 05492, United States","(44.6904154, -72.7692333)"
8078,"Readsboro, VT, USA","Readsboro, Bennington County, Vermont, United States","(42.7717488, -72.9473219)"
8079,"Rochmond, VT, USA",,
8080,"Sheffield, VT, USA","Sheffield, Caledonia County, Vermont, 05866, United States","(44.6020032, -72.1142013)"
8081,"Glover, VT, USA","Glover, Orleans County, Vermont, United States","(44.7069462, -72.1867816)"
8082,"Middletown Springs, VT, USA","Middletown Springs, Rutland County, Vermont, 05757, United States","(43.4853063, -73.1182549)"
8083,"S. Burlington, VT, USA","South Burlington, Chittenden County, Vermont, United States","(44.4669941, -73.1709604)"
8084,"Franklin, VT, USA","Franklin, Franklin County, Vermont, United States","(44.9817713, -72.915614)"
8085,"Westminster West, VT, USA","Westminster West, Westminster, Windham County, Vermont, United States","(43.0639681, -72.5406455)"
8086,"Morristown, VT, USA","Morristown, Lamoille County, Vermont, 05661, United States","(44.5573065, -72.6245744)"
8087,"Bennington, VT, USA","Bennington, Bennington County, Vermont, United States","(42.8783183, -73.1971692)"
8088,"East Barnard, VT, USA","East Barnard, Barnard, Windsor County, Vermont, United States","(43.7458488, -72.5438925)"
8089,"Lower Waterford, VT, USA","Lower Waterford, Waterford, Caledonia County, Vermont, 05848, United States","(44.3546769, -71.9076529)"
8090,"Panton, VT, USA","Panton, Addison County, Vermont, 05491, United States","(44.13675165, -73.3380193025005)"
8091,"Danby, VT, USA","Danby, Rutland County, Vermont, 05739, United States","(43.3462846, -72.9956175)"
8092,"waterbury, VT, USA","Waterbury, Washington County, Vermont, United States","(44.337125349999994, -72.75549720909403)"
8093,"Elmore, VT, USA","Elmore, Lamoille County, Vermont, 05657, United States","(44.488789749999995, -72.51831825924143)"
8094,"West Charleston, VT, USA","West Charleston, Charleston, Orleans County, Vermont, 05872, United States","(44.898758, -72.0597319)"
8095,"West Newbury, VT, USA","West Newbury, Newbury, Orange County, Vermont, 05085, United States","(44.0664698, -72.1289715)"
8096,"East Randolph, VT, USA","East Randolph, Randolph, Orange County, Vermont, 05061, United States","(43.9392855, -72.553475)"
8097,"Grand Isle, VT, USA","Grand Isle, Grand Isle County, Vermont, 05458, United States","(44.7225436, -73.2923538)"
8098,"East Dummerston, VT, USA","East Dummerston, Dummerston, Windham County, Vermont, 03466, United States","(42.9323033, -72.5531456)"
8099,"Underhill Center, VT, USA","Underhill Center, Underhill, Chittenden County, Vermont, 05490, United States","(44.5071264, -72.9009972)"
8100,"Jericho Center, VT, USA","Jericho Center, Jericho, Chittenden County, Vermont, 05465, United States","(44.4687429, -72.9723432)"
8101,"Brookline, VT, USA","Brookline, Windham County, Vermont, United States","(43.0304931, -72.601814)"
8102,"North Montpelier, VT, USA","North Montpelier, East Montpelier, Washington County, Vermont, 05666, United States","(44.3036699, -72.4464939)"
8103,"Winhall, VT, USA","Winhall, Bennington County, Vermont, 05340, United States","(43.159047900000004, -72.93510548109492)"
8104,"Quechee, VT, USA","Quechee, Hartford, Windsor County, Vermont, 05059, United States","(43.6467056, -72.4197296)"
8105,"Essex, VT, USA","Essex, Chittenden County, Vermont, 05452, United States","(44.5230418, -73.06227032277991)"
8106,"North Middlesex, VT, USA","North Branch Cemetery, Wrightsville, Middlesex, Washington County, Vermont, United States","(44.30432475, -72.58285065187724)"
8107,"South Birlington, VT, USA",,
8108,"Barbard, VT, USA",,
8109,"Jericho Ctr., VT, USA","Jericho Center, Jericho, Chittenden County, Vermont, 05465, United States","(44.4687429, -72.9723432)"
8110,"East Wallingford, VT, USA","East Wallingford, Wallingford, Rutland County, Vermont, 05742, United States","(43.4496827, -72.8777441)"
8111,"Townsend, VT, USA","Townsend Brook, Pittsfield, Rutland County, Vermont, 05762, United States","(43.7534869, -72.8350552)"
8112,"Hardwick, VT, USA","Hardwick, Caledonia County, Vermont, United States","(44.5046011, -72.3659496)"
8113,"St. George, VT, USA","St. George, Chittenden County, Vermont, United States","(44.3879414, -73.1238437597082)"
8114,"West Brattleboro, VT, USA","West Brattleboro, Brattleboro, Windham County, Vermont, 05302, United States","(42.8559151, -72.6031466)"
8115,"Holland, VT, USA","Holland, Orleans County, Vermont, 05830, United States","(44.96805965, -71.98302706235604)"
8116,"North Fayston, VT, USA","North Fayston, Fayston, Washington County, Vermont, United States","(44.2420023, -72.8381728)"
8117,"North Ferrisburgh, VT, USA","North Ferrisburgh, Ferrisburgh, Addison County, Vermont, 05473, United States","(44.2594979, -73.2112346)"
8118,"Essex Jct., VT, USA","Essex, Chittenden County, Vermont, 05452, United States","(44.5230418, -73.06227032277991)"
8119,"Island Pond, VT, USA","Island Pond, Brighton, Essex County, Vermont, 05846, United States","(44.8152621, -71.8812003)"
8120,"North Hero, VT, USA","North Hero, Grand Isle County, Vermont, 05474, United States","(44.8393632, -73.26248031943192)"
8121,"West Topsham, VT, USA","West Topsham, Topsham, Orange County, Vermont, 05086, United States","(44.1150637, -72.3117639)"
8122,"E. Dummerston, VT, USA","East Dummerston, Dummerston, Windham County, Vermont, 03466, United States","(42.9323033, -72.5531456)"
8123,"Ascutney, VT, USA","Ascutney, Weathersfield, Windsor County, Vermont, 05030, United States","(43.407023, -72.4074463)"
8124,"Jweixho, VT, USA",,
8125,"West Pawlet, VT, USA","West Tinmouth Road, Pawlet, Rutland County, Vermont, 05761, United States","(43.350787, -73.155218)"
8126,"Sutton, VT, USA","Sutton, Caledonia County, Vermont, 05867, United States","(44.633176, -72.0264149)"
8127,"Dammerston, VT, USA",,
8128,"warren, VT, USA","Warren, Washington County, Vermont, 05674, United States","(44.1131991, -72.855743)"
8129,"Brownington, VT, USA","Brownington, Orleans County, Vermont, United States","(44.834193549999995, -72.1307475340719)"
8130,"St. Johnsbury, VT, USA","Saint Johnsbury, Caledonia County, Vermont, United States","(44.419464, -72.0153096)"
8131,"Mount Holly, VT, USA","Mount Holly, Rutland County, Vermont, United States","(43.45242, -72.824936)"
8132,"Hinesburgq, VT, USA",,
8133,"Ryegate, VT, USA","Ryegate, Caledonia County, Vermont, 05042, United States","(44.2169575, -72.11289223161562)"
8134,"Sailsbury, VT, USA",,
8135,"Milton, VT, USA","Milton, Chittenden County, Vermont, 05468, United States","(44.635925, -73.11264)"
8136,"Hinesburgh, VT, USA","Hinesburgh Public House, 10516, Vermont Route 116, South Hinesburg, Hinesburg, Chittenden County, Vermont, 05461, United States","(44.33171, -73.1111394)"
8137,"Jacksonville, VT, USA","Jacksonville, Whitingham, Windham County, Vermont, 05342, United States","(42.7971929, -72.8213705)"
8138,"S. Newfane, VT, USA","South Newfane, Newfane, Windham County, Vermont, 05351, United States","(42.9384647, -72.7042142)"
8139,"Shrewsbury, VT, USA","Shrewsbury, Rutland County, Vermont, 05738, United States","(43.5087346, -72.8670436)"
8140,"Rockingham, VT, USA","Rockingham, Windham County, Vermont, United States","(43.1800206, -72.50060298545702)"
8141,"Barre Town, VT, USA","Barre Town, Washington County, Vermont, United States","(44.18505465, -72.45609847473165)"
8142,"Wheelock, VT, USA","Wheelock, Caledonia County, Vermont, United States","(44.5876845, -72.0832932)"
8143,"Bakersfield, VT, USA","Bakersfield, Franklin County, Vermont, 05441, United States","(44.782149, -72.801583)"
8144,"Chittenden, VT, USA","Chittenden, Rutland County, Vermont, 05737, United States","(43.707734, -72.9476604)"
8145,"St Johnsbury, VT, USA","Saint Johnsbury, Caledonia County, Vermont, United States","(44.419464, -72.0153096)"
8146,"Enosburg Falls, VT, USA","Enosburg Falls, Enosburg, Franklin County, Vermont, United States","(44.9064974, -72.8054069)"
8147,"Wardsboro, VT, USA","Wardsboro, Windham County, Vermont, 05355, United States","(43.0407449, -72.7899732)"
8148,"Manchester Center, VT, USA","Manchester Center, Manchester, Bennington County, Vermont, 05255, United States","(43.1769219, -73.0568678)"
8149,"Newport Center, VT, USA","Newport Center, Newport Town, Orleans County, Vermont, 05857, United States","(44.950776, -72.3065868)"
8150,"Coventry, VT, USA","Coventry, Orleans County, Vermont, 05825, United States","(44.8658913, -72.2648552)"
8151,"Pittsford, VT, USA","Pittsford, Rutland County, Vermont, United States","(43.7063656, -73.0278109)"
8152,"South Reading, VT, USA","South Reading, Reading, Windsor County, Vermont, 05062, United States","(43.4751233, -72.5892678)"
8153,"Windham, VT, USA","Windham, Windham County, Vermont, 05359, United States","(43.1793702, -72.7258735)"
8154,"Alburgh, VT, USA","Alburgh, Grand Isle County, Vermont, United States","(44.9764203, -73.3003414)"
8155,"Poultney, VT, USA","Poultney, Rutland County, Vermont, United States","(43.52507705, -73.1903067865156)"
8156,"Belmont, VT, USA","Belmont, Mount Holly, Rutland County, Vermont, 05730, United States","(43.4147839, -72.8210278)"
8157,"Whiting, VT, USA","Whiting, Addison County, Vermont, 05778, United States","(43.86399, -73.200531)"
8158,"Derby, VT, USA","Derby, Orleans County, Vermont, United States","(44.93541675, -72.12028400505386)"
