geopy location,coordinates
"American Fork, Utah County, Utah, 84003, United States","(40.3768064, -111.7959146)"
"Fruitland, Duchesne County, Utah, 84027, United States","(40.2127313, -110.8396054)"
"Mount Pleasant, Sanpete County, Utah, 84647, United States","(39.5469073, -111.4554659)"
"1095, South 900 West, Tooele, Tooele County, Utah, 84074, United States","(40.511569571446344, -112.321287)"
"La Verkin, Washington County, Utah, United States","(37.2019399, -113.2706733)"
"Tremonton, Box Elder County, Utah, 84312, United States","(41.7118728, -112.165507)"
"La Verkin, Washington County, Utah, United States","(37.2019399, -113.2706733)"
"Centerfield, Sanpete County, Utah, 84622, United States","(39.1252392, -111.8190914)"
"Eureka, Juab County, Utah, United States","(39.9541166, -112.1202235)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"North Logan, Cache County, Utah, United States","(41.7693747, -111.8046654)"
"Grantsville, Tooele County, Utah, 84029, United States","(40.6000817, -112.4635316)"
"West Bountiful, Davis County, Utah, United States","(40.8938148, -111.9017866)"
"Cedar Point, Apple Valley, Washington County, Utah, United States","(37.045434, -113.07944753092636)"
"Richfield, Sevier County, Utah, United States","(38.7724674, -112.0840943)"
"Toquerville, Washington County, Utah, 84774, United States","(37.2518164, -113.2853988)"
"Salina, Sevier County, Utah, 84654, United States","(38.957742, -111.8599842)"
"Riverton, Salt Lake County, Utah, 84065, United States","(40.5179761, -111.9393701)"
"South Jordan, Salt Lake County, Utah, United States","(40.5584882, -111.9367107)"
"Provo, Utah County, Utah, 84606, United States","(40.2337289, -111.6587085)"
"Pleasant Grove, Utah County, Utah, 84062, United States","(40.3640349, -111.7386884)"
"Lehi, Utah County, Utah, United States","(40.3881114, -111.8486019)"
"Bountiful, Davis County, Utah, 84010, United States","(40.8894611, -111.8804817)"
"Syracuse, Davis County, Utah, 84075, United States","(41.0895938, -112.0638903)"
"Leamington, Millard County, Utah, 84638, United States","(39.5346744, -112.2835549)"
"Millcreek Automotive, Highland Drive, Millcreek, Salt Lake City, Salt Lake County, Utah, 84106, United States","(40.6979644, -111.8497034)"
"St. George, Washington County, Utah, United States","(37.104153, -113.5841313)"
"North Logan, Cache County, Utah, United States","(41.7693747, -111.8046654)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"Toquerville, Washington County, Utah, 84774, United States","(37.2518164, -113.2853988)"
"Dammeron Valley Drive East, Washington County, Utah, 84783, United States","(37.312528, -113.6683587)"
"Brigham City, Box Elder County, Utah, United States","(41.5103717, -112.0155619)"
"Summit County, Utah, United States","(40.8320852, -111.1233396)"
"Copperton, Salt Lake County, Utah, United States","(40.5647049, -112.0974382)"
"Eden, Weber County, Utah, 84310, United States","(41.3044739, -111.8262958)"
"Dammeron Valley Drive East, Washington County, Utah, 84783, United States","(37.312528, -113.6683587)"
"South Jordan, Salt Lake County, Utah, United States","(40.5584882, -111.9367107)"
"Vernal, Uintah County, Utah, 84078, United States","(40.4556825, -109.5284741)"
"New Harmony, Washington County, Utah, United States","(37.4794243, -113.3096739)"
"Huntsville, Weber County, Utah, United States","(41.2607887, -111.7701709)"
"Woodruff, Rich County, Utah, United States","(41.522237, -111.1625757)"
"Kamas, Summit County, Utah, 84036, United States","(40.6429578, -111.280518)"
"North Ogden, Weber County, Utah, 84414, United States","(41.3071354, -111.9601986)"
"Millville, Cache County, Utah, 84326, United States","(41.6815987, -111.8229982)"
"West Haven, Weber County, Utah, United States","(41.2049578, -112.0488985)"
"Willard, Box Elder County, Utah, United States","(41.4091053, -112.0360557)"
"Saratoga Springs, Utah County, Utah, 84045, United States","(40.3491173, -111.904656)"
nan
"Logan, Cache County, Utah, United States","(41.7313447, -111.8348631)"
"Perry, Box Elder County, Utah, United States","(41.4649365, -112.0324456)"
"Genola, Utah County, Utah, United States","(39.9963426, -111.8432692)"
"Springville, Utah County, Utah, 84663, United States","(40.1652447, -111.6114726)"
"Midway, Wasatch County, Utah, 84049, United States","(40.5125438, -111.4748846)"
"Mendon, Cache County, Utah, United States","(41.7099297, -111.977725)"
"St. George, Washington County, Utah, United States","(37.104153, -113.5841313)"
"Eagle Mountain, Utah County, Utah, 84005, United States","(40.3093488, -112.0119825)"
"West Point, Davis County, Utah, United States","(41.1227621, -112.09338808688221)"
"Rush Valley, Tooele County, Utah, United States","(40.3629996, -112.4505084)"
"Sevier County, Utah, United States","(38.7312956, -111.7866483)"
"Clinton, Davis County, Utah, United States","(41.1396708, -112.0505108)"
"Saratoga Springs, Utah County, Utah, 84045, United States","(40.3491173, -111.904656)"
"Veyo, Washington County, Utah, 84782, United States","(37.3386223, -113.6922901)"
"La Verkin, Washington County, Utah, United States","(37.2019399, -113.2706733)"
"Hyrum, Cache County, Utah, 84319-1660, United States","(41.63412, -111.8551944)"
"Morgan County, Utah, United States","(41.0784068, -111.6509149)"
"East Saint George Boulevard, St. George, Washington County, Utah, 84771, United States","(37.1098868, -113.5674494)"
"Fruit Heights, Davis County, Utah, United States","(41.0321662, -111.9021622)"
"Vineyard, Utah County, Utah, 84059, United States","(40.315125550000005, -111.75395092588909)"
"Springdale, Washington County, Utah, United States","(37.182802800000005, -113.00212093620803)"
"Smithfield, Cache County, Utah, 84335, United States","(41.838429, -111.8328045)"
"Fruit Heights, Davis County, Utah, United States","(41.0321662, -111.9021622)"
"North Salt Lake, Davis County, Utah, 84054, United States","(40.8485564, -111.906882)"
"Smithfield, Cache County, Utah, 84335, United States","(41.838429, -111.8328045)"
"Blanding, San Juan County, Utah, 84511, United States","(37.6239617, -109.4780205)"
"Pleasant View, Weber County, Utah, United States","(41.3199145, -111.9939299)"
"Stansbury Park, Tooele County, Utah, United States","(40.63655505, -112.3036383269376)"
"Lake Point, Tooele County, Utah, United States","(40.680454100000006, -112.27791207903792)"
"River Heights, Cache County, Utah, United States","(41.7215978, -111.821332)"
"Moroni, Sanpete County, Utah, 84646, United States","(39.5249615, -111.5904725)"
"North Salt Lake, Davis County, Utah, 84054, United States","(40.8485564, -111.906882)"
"Clearfield, Davis County, Utah, United States","(41.1134756, -112.0244382)"
"Erda, Tooele County, Utah, United States","(40.601913999999994, -112.28467560306422)"
"Kanab, Kane County, Utah, United States","(37.0481417, -112.5285476)"
"Marion, Summit County, Utah, 84036, United States","(40.6774508, -111.2810185)"
"Ogden, Weber County, Utah, 84403, United States","(41.2230048, -111.9738429)"
"West Jordan, Salt Lake County, Utah, United States","(40.6061308, -111.9396586)"
"Newton, Cache County, Utah, 84327, United States","(41.8627046, -111.9907837)"
"Grantsville, Tooele County, Utah, 84029, United States","(40.6000817, -112.4635316)"
"Sandy, Salt Lake County, Utah, 84070, United States","(40.5710454, -111.8953815)"
"Brigham City, Box Elder County, Utah, United States","(41.5103717, -112.0155619)"
"Mountain Green, Morgan County, Utah, United States","(41.1428235, -111.791622)"
"Kanab, Kane County, Utah, United States","(37.0481417, -112.5285476)"
"Kearns, Salt Lake County, Utah, 84118, United States","(40.6597665, -111.9965997)"
"Layton, Davis County, Utah, United States","(41.0751048, -111.9741925)"
"Duchesne County, Utah, United States","(40.2960433, -110.4715153)"
"Vernal, Uintah County, Utah, 84078, United States","(40.4556825, -109.5284741)"
"Plain City, Weber County, Utah, United States","(41.2979291, -112.0789165)"
"Liberty, Murray, Salt Lake County, Utah, 84107, United States","(40.6393918, -111.8946576)"
"Trenton, Cache County, Utah, 84338, United States","(41.9178039, -111.9427634)"
"Paradise, Iron County, Utah, United States","(37.5348101, -113.4253159)"
"West Jordan, Salt Lake County, Utah, United States","(40.6061308, -111.9396586)"
"Lewiston, Cache County, Utah, United States","(41.9558621, -111.87840312584473)"
"Rockville, Washington County, Utah, 84763, United States","(37.1438219, -113.04761039512621)"
"Syracuse, Davis County, Utah, 84075, United States","(41.0895938, -112.0638903)"
"Millcreek, Salt Lake County, Utah, 84117, United States","(40.6992918, -111.8555839)"
"Joseph, Sevier County, Utah, 84739, United States","(38.6244833, -112.2181796)"
nan
"Midvale, Salt Lake County, Utah, 84047, United States","(40.6149174, -111.9106607)"
"Brighton, Salt Lake County, Utah, United States","(40.6018223, -111.583314)"
"Orangeville, Emery County, Utah, 84537, United States","(39.227191, -111.0535024)"
"Joseph, Sevier County, Utah, 84739, United States","(38.6244833, -112.2181796)"
"Clarkston, Cache County, Utah, 84305, United States","(41.9202033, -112.0499536)"
"Oakley, Summit County, Utah, 84055, United States","(40.7146758, -111.300734)"
"Sunset, Davis County, Utah, United States","(41.1413377, -112.0316217)"
"Herriman, Salt Lake County, Utah, 84096, United States","(40.5139784, -112.0329086)"
"Lake Point, Tooele County, Utah, United States","(40.680454100000006, -112.27791207903792)"
"Perry Canal, Brigham City, Box Elder County, Utah, 84302, United States","(41.4854805, -112.0085833)"
"New Harmony, Washington County, Utah, United States","(37.4794243, -113.3096739)"
"Kamas, Summit County, Utah, 84036, United States","(40.6429578, -111.280518)"
"Heber, Wasatch County, Utah, 84032, United States","(40.5043831, -111.41415891412382)"
"Hurricane-LaVerkin Bridge, La Verkin, Washington County, Utah, 84745, United States","(37.1900376, -113.2725977)"
"Elwood, Box Elder County, Utah, United States","(41.6904847, -112.1410625)"
"St. George, Washington County, Utah, United States","(37.104153, -113.5841313)"
"South Ogden, Weber County, Utah, 84408, United States","(41.1918934, -111.9713429)"
"La Sal, San Juan County, Utah, 84530, United States","(38.301831, -109.2832606756651)"
"Pleasant Grove, Utah County, Utah, 84062, United States","(40.3640349, -111.7386884)"
"Garland, Box Elder County, Utah, 84312, United States","(41.7410387, -112.1616194)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"Huntsville, Weber County, Utah, United States","(41.2607887, -111.7701709)"
"Cottonwood Heights, Salt Lake County, Utah, 84093, United States","(40.613474, -111.8256464)"
"Holladay, Salt Lake County, Utah, 84117, United States","(40.6688363, -111.8246557)"
"Helper, Carbon County, Utah, 84526, United States","(39.6841305, -110.854605)"
"Honeyville, Box Elder County, Utah, 84314, United States","(41.638542, -112.0793935)"
nan
"Syracuse City Cemetery, Syracuse, Davis County, Utah, United States","(41.0959903, -112.04715115043386)"
"Elk Ridge, Utah County, Utah, United States","(40.0113439, -111.6768698)"
"Hobby Town USA, East University Parkway, Orem, Utah County, Utah, 84604, United States","(40.2728577, -111.6811559)"
"Avon, Cache County, Utah, United States","(41.53584, -111.81219612617924)"
"South, Salt Lake City, Salt Lake County, Utah, United States","(40.76614495, -111.90408724239705)"
"Ephraim, Sanpete County, Utah, 84627, United States","(39.3596842, -111.586305)"
nan
"West Point, Davis County, Utah, United States","(41.1227621, -112.09338808688221)"
"Deweyville, Box Elder County, Utah, United States","(41.7104845, -112.0902281)"
"Grover, Wayne County, Utah, United States","(38.2280366, -111.3498957)"
"Cedar City, Iron County, Utah, 84720, United States","(37.6774238, -113.061827)"
"Virgin, Washington County, Utah, United States","(37.201902, -113.1878542)"
"Cache Junction, Cache County, Utah, 84304, United States","(41.8354827, -112.0027279)"
"Roy, Weber County, Utah, 84067, United States","(41.1617999, -112.0261903)"
"Highland, Utah County, Utah, 84004, United States","(40.4207683, -111.7927335)"
nan
"American Fork, Utah County, Utah, 84003, United States","(40.3768064, -111.7959146)"
"Orem, Utah County, Utah, 84602, United States","(40.2981599, -111.6944313)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"Woodland Hills, Utah County, Utah, United States","(40.0108771, -111.6489342)"
"Fielding, Box Elder County, Utah, 84311, United States","(41.814397, -112.1162914)"
"Teasdale, Wayne County, Utah, United States","(38.2840925, -111.47360148687113)"
"Hurricane, Washington County, Utah, 84745, United States","(37.1750272, -113.289888)"
"Henefer, Summit County, Utah, 84033, United States","(41.0166127, -111.4982578)"
"Sevier County, Utah, United States","(38.7312956, -111.7866483)"
"Tremonton, Box Elder County, Utah, 84312, United States","(41.7118728, -112.165507)"
"Panguitch, Garfield County, Utah, 87459, United States","(37.8227551, -112.435763)"
"Mount Pleasant, Sanpete County, Utah, 84647, United States","(39.5469073, -111.4554659)"
"West Haven, Weber County, Utah, United States","(41.2049578, -112.0488985)"
"Brigham Young University, East North Campus Drive, Provo, Utah County, Utah, 84602, United States","(40.25501105, -111.64953257145665)"
